num_of_nodes,original_paut_size,extension_size,dataset_type
20,6,0,train
20,16,0,train
20,5,0,train
20,6,0,train
20,7,0,train
20,3,0,train
20,4,0,train
20,14,0,train
20,3,0,train
20,12,0,train
20,2,1,train
20,2,1,train
20,3,1,train
20,5,1,train
20,2,1,train
20,4,1,train
20,5,1,train
20,5,1,train
20,4,1,train
20,7,2,train
20,3,0,train
20,8,0,train
20,3,2,train
20,5,1,train
20,5,0,val
20,13,0,val
20,3,0,val
20,14,0,val
20,10,0,val
20,15,0,val
20,3,0,val
20,3,0,val
20,7,0,val
20,9,0,val
20,3,1,val
20,8,1,val
20,3,1,val
20,2,1,val
20,10,4,val
20,4,2,val
20,2,1,val
20,6,1,val
20,8,1,val
20,5,2,val
20,12,0,val
20,13,0,val
20,3,0,val
20,12,0,val
20,9,0,val
20,10,0,val
20,9,0,val
20,16,0,val
20,8,0,val
20,12,0,val
20,5,1,val
20,6,1,val
20,3,1,val
20,6,1,val
20,7,1,val
20,5,2,val
20,2,1,val
20,7,1,val
20,2,1,val
20,2,1,val
20,9,0,val
20,3,0,val
20,11,0,val
20,11,0,val
20,6,0,val
20,5,0,val
20,13,0,val
20,15,0,val
20,12,0,val
20,14,0,val
20,2,1,val
20,8,1,val
20,2,1,val
20,3,1,val
20,5,1,val
20,4,1,val
20,2,2,val
20,3,1,val
20,3,1,val
20,7,2,val
20,15,0,val
20,16,0,val
20,11,0,val
20,8,0,val
20,5,0,val
20,3,0,val
20,6,0,val
20,16,0,val
20,2,1,val
20,3,1,val
20,10,2,val
20,8,1,val
20,2,2,val
20,5,1,val
20,2,1,val
20,2,1,val
20,12,0,val
20,15,0,val
20,7,0,val
20,10,0,val
20,2,1,val
20,3,1,val
20,3,2,val
20,3,4,val
20,8,0,val
20,8,0,val
20,9,0,val
20,5,0,val
20,6,0,val
20,7,0,val
20,16,0,val
20,10,0,val
20,5,0,val
20,13,0,val
20,4,1,val
20,2,3,val
20,3,1,val
20,3,1,val
20,3,3,val
20,5,1,val
20,7,3,val
20,4,1,val
20,2,1,val
20,8,2,val
20,5,0,val
20,14,0,val
20,4,1,val
20,3,1,val
20,10,0,val
20,5,0,val
20,12,0,val
20,15,0,val
20,8,0,val
20,4,0,val
20,8,0,val
20,10,0,val
20,4,3,val
20,3,1,val
20,8,4,val
20,9,4,val
20,3,1,val
20,2,1,val
20,5,1,val
20,3,2,val
20,3,0,val
20,12,0,val
20,2,3,val
20,4,2,val
20,15,0,val
20,13,0,val
20,7,0,val
20,15,0,val
20,6,0,val
20,10,0,val
20,5,0,val
20,14,0,val
20,5,0,val
20,14,0,val
20,2,1,val
20,6,2,val
20,2,1,val
20,4,1,val
20,2,1,val
20,7,2,val
20,2,1,val
20,3,3,val
20,4,1,val
20,5,1,val
20,5,0,val
20,8,0,val
20,15,0,val
20,4,0,val
20,4,0,val
20,5,0,val
20,9,0,val
20,9,0,val
20,13,0,val
20,4,0,val
20,6,1,val
20,4,2,val
20,6,1,val
20,2,1,val
20,3,1,val
20,3,1,val
20,3,3,val
20,2,1,val
20,3,2,val
20,5,1,val
20,7,0,val
20,6,0,val
20,5,0,val
20,11,0,val
20,9,0,val
20,15,0,val
20,7,0,val
20,8,0,val
20,2,2,val
20,7,2,val
20,5,2,val
20,2,3,val
20,3,1,val
20,5,1,val
20,5,3,val
20,4,1,val
20,11,0,val
20,12,0,val
20,9,0,val
20,15,0,val
20,11,0,val
20,6,0,val
20,11,0,val
20,11,0,val
20,5,0,val
20,7,0,val
20,12,1,val
20,4,2,val
20,2,3,val
20,7,1,val
20,4,1,val
20,3,1,val
20,3,1,val
20,3,1,val
20,2,1,val
20,2,1,val
20,6,0,val
20,6,0,val
20,15,0,val
20,8,0,val
20,12,0,val
20,15,0,val
20,6,0,val
20,15,0,val
20,7,0,val
20,10,0,val
20,3,1,val
20,3,1,val
20,2,2,val
20,3,1,val
20,4,2,val
20,2,1,val
20,2,1,val
20,3,1,val
20,3,1,val
20,3,1,val
20,12,0,val
20,16,0,val
20,5,0,val
20,5,0,val
20,7,3,val
20,2,2,val
20,3,3,val
20,3,1,val
20,15,0,val
20,8,0,val
20,5,0,val
20,13,0,val
20,8,0,val
20,10,0,val
20,16,0,val
20,12,0,val
20,6,0,val
20,3,0,val
20,3,1,val
20,4,1,val
20,2,1,val
20,9,3,val
20,4,1,val
20,4,2,val
20,5,1,val
20,5,1,val
20,7,1,val
20,2,1,val
20,16,0,val
20,13,0,val
20,8,0,val
20,9,0,val
20,2,1,val
20,5,2,val
20,2,1,val
20,2,1,val
20,8,0,val
20,5,0,val
20,9,4,val
20,7,1,val
20,16,0,val
20,14,0,val
20,11,0,val
20,7,0,val
20,15,0,val
20,11,0,val
20,7,0,val
20,3,0,val
20,5,3,val
20,8,2,val
20,6,1,val
20,5,2,val
20,4,1,val
20,5,1,val
20,3,1,val
20,11,2,val
20,10,0,val
20,6,0,val
20,7,1,val
20,4,3,val
20,15,0,val
20,4,0,val
20,10,0,val
20,13,0,val
20,2,2,val
20,2,3,val
20,4,1,val
20,3,1,val
20,6,0,val
20,5,0,val
20,5,0,val
20,10,0,val
20,6,2,val
20,4,1,val
20,2,1,val
20,9,4,val
20,13,0,val
20,8,0,val
20,2,5,val
20,3,1,val
20,4,0,val
20,10,0,val
20,13,0,val
20,10,0,val
20,3,0,val
20,6,0,val
20,10,0,val
20,4,0,val
20,7,1,val
20,4,2,val
20,5,1,val
20,2,1,val
20,5,2,val
20,6,1,val
20,3,2,val
20,6,2,val
20,3,0,val
20,3,0,val
20,3,1,val
20,4,1,val
20,14,0,val
20,15,0,val
20,2,1,val
20,2,1,val
20,7,0,val
20,15,0,val
20,11,0,val
20,11,0,val
20,2,1,val
20,2,4,val
20,3,1,val
20,4,1,val
20,4,0,val
20,7,0,val
20,12,0,val
20,6,0,val
20,3,0,val
20,14,0,val
20,14,0,val
20,10,0,val
20,4,1,val
20,2,1,val
20,7,1,val
20,5,4,val
20,12,2,val
20,4,1,val
20,4,1,val
20,2,2,val
20,3,0,val
20,11,0,val
20,13,0,val
20,11,0,val
20,16,0,val
20,15,0,val
20,14,0,val
20,14,0,val
20,5,1,val
20,4,1,val
20,6,1,val
20,3,2,val
20,4,1,val
20,9,1,val
20,5,1,val
20,2,1,val
20,10,0,val
20,14,0,val
20,8,0,val
20,15,0,val
20,3,0,val
20,6,0,val
20,8,0,val
20,16,0,val
20,16,0,val
20,5,0,val
20,3,1,val
20,9,1,val
20,2,1,val
20,7,3,val
20,6,1,val
20,2,1,val
20,5,1,val
20,2,5,val
20,5,2,val
20,8,1,val
20,13,0,val
20,9,0,val
20,11,0,val
20,7,0,val
20,8,0,val
20,4,0,val
20,3,0,val
20,6,0,val
20,10,0,val
20,4,0,val
20,2,1,val
20,5,1,val
20,6,1,val
20,4,5,val
20,3,2,val
20,2,1,val
20,5,2,val
20,7,1,val
20,2,2,val
20,3,2,val
20,14,0,val
20,11,0,val
20,6,3,val
20,4,5,val
20,12,0,val
20,9,0,val
20,3,1,val
20,8,1,val
20,3,0,val
20,15,0,val
20,7,0,val
20,14,0,val
20,8,0,val
20,11,0,val
20,5,0,val
20,12,0,val
20,4,1,val
20,6,1,val
20,3,1,val
20,6,1,val
20,2,2,val
20,4,2,val
20,2,1,val
20,2,2,val
20,8,0,val
20,11,0,val
20,3,2,val
20,9,1,val
20,8,0,val
20,8,0,val
20,4,0,val
20,9,0,val
20,6,0,val
20,11,0,val
20,4,0,val
20,9,0,val
20,10,0,val
20,9,0,val
20,3,1,val
20,3,1,val
20,8,3,val
20,3,1,val
20,6,1,val
20,4,1,val
20,6,1,val
20,11,2,val
20,2,1,val
20,2,3,val
20,10,0,val
20,8,0,val
20,15,0,val
20,16,0,val
20,9,0,val
20,9,0,val
20,12,0,val
20,10,0,val
20,16,0,val
20,15,0,val
20,5,1,val
20,14,1,val
20,3,4,val
20,2,1,val
20,11,2,val
20,2,1,val
20,12,1,val
20,5,2,val
20,6,1,val
20,4,3,val
20,14,0,val
20,14,0,val
20,15,0,val
20,7,0,val
20,4,0,val
20,15,0,val
20,16,0,val
20,4,0,val
20,2,2,val
20,4,2,val
20,3,1,val
20,2,1,val
20,7,1,val
20,4,2,val
20,4,1,val
20,2,1,val
20,12,0,val
20,8,0,val
20,16,0,val
20,14,0,val
20,2,1,val
20,7,1,val
20,11,2,val
20,4,1,val
20,6,0,val
20,14,0,val
20,6,1,val
20,12,2,val
20,8,0,val
20,11,0,val
20,8,0,val
20,7,0,val
20,12,0,val
20,10,0,val
20,10,0,val
20,8,0,val
20,11,0,val
20,6,0,val
20,2,2,val
20,3,3,val
20,2,1,val
20,3,1,val
20,4,3,val
20,9,2,val
20,5,1,val
20,8,1,val
20,3,1,val
20,4,1,val
20,16,0,val
20,4,0,val
20,9,0,val
20,13,0,val
20,7,1,val
20,8,2,val
20,2,1,val
20,3,1,val
20,12,0,val
20,15,0,val
20,4,0,val
20,16,0,val
20,13,0,val
20,12,0,val
20,5,0,val
20,6,0,val
20,6,0,val
20,14,0,val
20,2,1,val
20,9,1,val
20,5,3,val
20,7,3,val
20,10,1,val
20,2,2,val
20,2,1,val
20,5,1,val
20,3,2,val
20,5,1,val
20,11,0,val
20,11,0,val
20,3,1,val
20,4,2,val
20,6,0,val
20,6,0,val
20,5,0,val
20,15,0,val
20,11,0,val
20,13,0,val
20,3,0,val
20,9,0,val
20,4,1,val
20,10,2,val
20,11,1,val
20,8,2,val
20,4,1,val
20,3,1,val
20,13,1,val
20,11,4,val
20,4,0,val
20,16,0,val
20,4,1,val
20,4,1,val
20,4,0,val
20,7,0,val
20,8,0,val
20,14,0,val
20,9,4,val
20,8,2,val
20,8,2,val
20,3,1,val
20,12,0,val
20,3,0,val
20,5,1,val
20,12,2,val
20,10,0,val
20,3,0,val
20,7,1,val
20,3,2,val
20,14,0,val
20,9,0,val
20,7,0,val
20,4,0,val
20,12,0,val
20,4,0,val
20,7,0,val
20,3,0,val
20,4,0,val
20,4,0,val
20,4,1,val
20,7,1,val
20,2,1,val
20,3,1,val
20,4,2,val
20,6,1,val
20,5,1,val
20,3,3,val
20,8,1,val
20,2,1,val
20,13,0,val
20,14,0,val
20,9,0,val
20,5,0,val
20,11,0,val
20,14,0,val
20,14,0,val
20,15,0,val
20,7,2,val
20,9,1,val
20,2,1,val
20,6,2,val
20,10,2,val
20,2,2,val
20,2,1,val
20,14,1,val
20,13,0,val
20,10,0,val
20,4,0,val
20,11,0,val
20,9,0,val
20,3,0,val
20,4,0,val
20,3,0,val
20,12,0,val
20,9,0,val
20,3,1,val
20,4,1,val
20,5,1,val
20,4,1,val
20,6,1,val
20,6,2,val
20,3,1,val
20,5,2,val
20,9,1,val
20,5,1,val
20,13,0,val
20,5,0,val
20,11,0,val
20,11,0,val
20,12,0,val
20,9,0,val
20,11,0,val
20,12,0,val
20,3,1,val
20,6,4,val
20,6,1,val
20,7,3,val
20,3,1,val
20,4,1,val
20,2,1,val
20,6,1,val
20,5,0,val
20,5,0,val
20,16,0,val
20,3,0,val
20,6,0,val
20,9,0,val
20,7,0,val
20,12,0,val
20,5,0,val
20,12,0,val
20,5,1,val
20,5,2,val
20,5,1,val
20,11,2,val
20,4,2,val
20,3,1,val
20,12,2,val
20,5,1,val
20,4,4,val
20,4,1,val
20,8,0,val
20,6,0,val
20,14,0,val
20,16,0,val
20,9,0,val
20,3,0,val
20,13,0,val
20,4,0,val
20,2,2,val
20,5,2,val
20,3,3,val
20,2,3,val
20,3,1,val
20,3,3,val
20,2,1,val
20,2,1,val
20,9,0,val
20,6,0,val
20,11,0,val
20,16,0,val
20,13,0,val
20,12,0,val
20,16,0,val
20,15,0,val
20,14,0,val
20,5,0,val
20,4,1,val
20,4,2,val
20,4,2,val
20,3,1,val
20,3,1,val
20,2,1,val
20,3,1,val
20,2,1,val
20,3,3,val
20,3,1,val
20,4,0,val
20,10,0,val
20,5,0,val
20,16,0,val
20,7,0,val
20,10,0,val
20,9,0,val
20,16,0,val
20,16,0,val
20,16,0,val
20,2,4,val
20,2,1,val
20,2,1,val
20,2,2,val
20,4,1,val
20,3,3,val
20,4,1,val
20,3,1,val
20,7,2,val
20,3,1,val
20,5,0,val
20,10,0,val
20,12,0,val
20,14,0,val
20,8,1,val
20,5,1,val
20,2,1,val
20,11,1,val
20,11,0,val
20,11,0,val
20,11,0,val
20,3,0,val
20,8,2,val
20,5,1,val
20,2,1,val
20,3,1,val
20,8,0,val
20,4,0,val
20,8,1,val
20,2,1,val
20,5,0,val
20,9,0,val
20,5,0,val
20,9,0,val
20,8,0,val
20,14,0,val
20,16,0,val
20,15,0,val
20,5,0,val
20,11,0,val
20,3,1,val
20,4,1,val
20,5,1,val
20,2,1,val
20,2,1,val
20,2,1,val
20,4,1,val
20,3,2,val
20,4,2,val
20,2,3,val
20,6,0,val
20,7,0,val
20,15,0,val
20,4,0,val
20,4,2,val
20,4,2,val
20,7,2,val
20,4,1,val
20,10,0,val
20,11,0,val
20,8,1,val
20,4,1,val
20,6,0,val
20,16,0,val
20,10,0,val
20,15,0,val
20,15,0,val
20,16,0,val
20,4,0,val
20,10,0,val
20,7,1,val
20,4,1,val
20,3,1,val
20,3,1,val
20,2,3,val
20,4,1,val
20,5,2,val
20,7,1,val
20,5,0,val
20,11,0,val
20,5,0,val
20,11,0,val
20,16,0,val
20,5,0,val
20,12,0,val
20,9,0,val
20,14,0,val
20,13,0,val
20,8,1,val
20,6,2,val
20,2,1,val
20,7,1,val
20,3,2,val
20,6,1,val
20,4,4,val
20,2,2,val
20,3,1,val
20,3,1,val
20,6,0,val
20,9,0,val
20,4,1,val
20,3,1,val
20,10,0,val
20,8,0,val
20,8,0,val
20,12,0,val
20,13,0,val
20,16,0,val
20,11,0,val
20,8,0,val
20,16,0,val
20,9,0,val
20,3,1,val
20,8,1,val
20,3,2,val
20,6,1,val
20,2,1,val
20,3,1,val
20,5,4,val
20,3,1,val
20,4,4,val
20,4,3,val
20,13,0,val
20,3,0,val
20,5,0,val
20,14,0,val
20,15,0,val
20,4,0,val
20,13,0,val
20,5,0,val
20,6,1,val
20,2,1,val
20,6,1,val
20,3,1,val
20,3,1,val
20,2,1,val
20,4,1,val
20,6,1,val
20,8,0,val
20,13,0,val
20,5,0,val
20,12,0,val
20,3,0,val
20,15,0,val
20,10,0,val
20,8,0,val
20,5,1,val
20,3,1,val
20,4,4,val
20,9,2,val
20,2,4,val
20,2,1,val
20,5,2,val
20,2,2,val
20,11,0,val
20,3,0,val
20,2,1,val
20,2,1,val
20,7,0,val
20,13,0,val
20,3,1,val
20,6,1,val
20,9,0,val
20,14,0,val
20,12,0,val
20,3,0,val
20,4,1,val
20,2,2,val
20,2,2,val
20,2,1,val
20,9,0,val
20,5,0,val
20,3,0,val
20,9,0,val
20,7,0,val
20,13,0,val
20,8,0,val
20,4,0,val
20,11,0,val
20,11,0,val
20,3,3,val
20,4,1,val
20,3,1,val
20,7,1,val
20,5,1,val
20,3,3,val
20,6,1,val
20,6,1,val
20,3,1,val
20,4,1,val
20,15,0,val
20,14,0,val
20,10,0,val
20,16,0,val
20,2,2,val
20,3,2,val
20,3,1,val
20,2,1,val
20,3,0,val
20,11,0,val
20,6,2,val
20,7,1,val
20,16,0,val
20,3,0,val
20,6,0,val
20,5,0,val
20,14,0,val
20,7,0,val
20,16,0,val
20,8,0,val
20,4,0,val
20,4,0,val
20,2,1,val
20,5,1,val
20,3,1,val
20,2,1,val
20,5,2,val
20,6,1,val
20,6,2,val
20,3,2,val
20,7,2,val
20,7,1,val
20,3,0,val
20,12,0,val
20,15,0,val
20,8,0,val
20,7,0,val
20,12,0,val
20,4,0,val
20,16,0,val
20,9,0,val
20,10,0,val
20,7,1,val
20,6,1,val
20,3,1,val
20,2,1,val
20,3,1,val
20,2,2,val
20,3,1,val
20,4,1,val
20,7,1,val
20,3,1,val
20,16,0,val
20,11,0,val
20,8,0,val
20,13,0,val
20,10,0,val
20,10,0,val
20,4,0,val
20,13,0,val
20,9,0,val
20,11,0,val
20,4,1,val
20,2,1,val
20,5,2,val
20,8,1,val
20,8,1,val
20,3,1,val
20,9,1,val
20,4,1,val
20,7,2,val
20,10,1,val
20,10,0,val
20,15,0,val
20,6,0,val
20,13,0,val
20,8,0,val
20,3,0,val
20,14,0,val
20,14,0,val
20,15,0,val
20,8,0,val
20,6,1,val
20,4,2,val
20,6,2,val
20,7,1,val
20,2,1,val
20,3,2,val
20,2,2,val
20,5,1,val
20,2,4,val
20,12,2,val
20,10,0,val
20,12,0,val
20,7,3,val
20,2,1,val
20,6,0,val
20,9,0,val
20,15,0,val
20,5,0,val
20,12,0,val
20,12,0,val
20,9,0,val
20,7,0,val
20,12,0,val
20,16,0,val
20,4,2,val
20,2,1,val
20,2,1,val
20,5,1,val
20,6,1,val
20,2,2,val
20,3,1,val
20,2,1,val
20,5,3,val
20,3,1,val
20,7,0,val
20,12,0,val
20,12,0,val
20,10,0,val
20,5,0,val
20,6,0,val
20,13,0,val
20,6,0,val
20,2,1,val
20,7,1,val
20,6,1,val
20,4,1,val
20,3,1,val
20,8,1,val
20,4,1,val
20,2,1,val
20,5,0,val
20,13,0,val
20,8,0,val
20,11,0,val
20,3,1,val
20,2,1,val
20,2,1,val
20,4,1,val
20,3,0,val
20,10,0,val
20,4,1,val
20,2,1,val
20,11,0,val
20,5,0,val
20,3,0,val
20,14,0,val
20,15,0,val
20,14,0,val
20,15,0,val
20,6,0,val
20,4,1,val
20,2,1,val
20,2,1,val
20,2,1,val
20,4,1,val
20,3,1,val
20,2,1,val
20,7,1,val
20,12,0,val
20,5,0,val
20,12,0,val
20,3,0,val
20,7,2,val
20,2,3,val
20,3,1,val
20,4,1,val
20,12,0,val
20,16,0,val
20,2,1,val
20,2,1,val
20,13,0,val
20,11,0,val
20,6,0,val
20,12,0,val
20,11,0,val
20,15,0,val
20,7,0,val
20,13,0,val
20,3,1,val
20,7,2,val
20,4,1,val
20,9,1,val
20,4,1,val
20,8,1,val
20,3,1,val
20,4,1,val
20,4,0,val
20,15,0,val
20,10,0,val
20,14,0,val
20,15,0,val
20,16,0,val
20,6,0,val
20,15,0,val
20,5,0,val
20,8,0,val
20,3,4,val
20,3,1,val
20,5,1,val
20,2,1,val
20,13,1,val
20,4,2,val
20,2,1,val
20,2,1,val
20,3,2,val
20,8,2,val
20,7,0,val
20,4,0,val
20,9,0,val
20,11,0,val
20,3,1,val
20,2,1,val
20,4,1,val
20,4,1,val
20,10,0,val
20,10,0,val
20,9,0,val
20,9,0,val
20,9,0,val
20,8,0,val
20,8,0,val
20,12,0,val
20,2,1,val
20,2,3,val
20,2,1,val
20,5,1,val
20,14,1,val
20,8,3,val
20,4,2,val
20,9,1,val
20,4,0,val
20,6,0,val
20,11,0,val
20,6,0,val
20,5,0,val
20,14,0,val
20,16,0,val
20,3,0,val
20,9,0,val
20,4,0,val
20,7,1,val
20,3,1,val
20,12,1,val
20,6,2,val
20,2,1,val
20,3,1,val
20,6,1,val
20,2,2,val
20,2,1,val
20,2,4,val
20,7,0,val
20,8,0,val
20,9,0,val
20,16,0,val
20,2,1,val
20,4,1,val
20,2,1,val
20,2,1,val
20,14,0,val
20,9,0,val
20,13,0,val
20,5,0,val
20,10,0,val
20,5,0,val
20,16,0,val
20,4,0,val
20,4,2,val
20,4,1,val
20,4,1,val
20,3,3,val
20,3,1,val
20,3,1,val
20,8,2,val
20,2,1,val
20,14,0,val
20,4,0,val
20,3,2,val
20,5,1,val
20,8,0,val
20,6,0,val
20,15,0,val
20,8,0,val
20,3,1,val
20,5,1,val
20,4,1,val
20,3,1,val
20,13,0,val
20,15,0,val
20,4,0,val
20,4,0,val
20,7,0,val
20,13,0,val
20,8,0,val
20,11,0,val
20,10,0,val
20,10,0,val
20,4,1,val
20,9,1,val
20,2,2,val
20,12,1,val
20,11,1,val
20,3,4,val
20,2,1,val
20,4,1,val
20,3,1,val
20,4,2,val
20,11,0,val
20,3,0,val
20,4,0,val
20,14,0,val
20,4,0,val
20,12,0,val
20,13,0,val
20,11,0,val
20,2,1,val
20,3,1,val
20,9,1,val
20,3,1,val
20,5,2,val
20,8,2,val
20,6,1,val
20,5,2,val
20,4,0,val
20,11,0,val
20,2,2,val
20,6,2,val
20,10,0,val
20,6,0,val
20,6,1,val
20,2,1,val
20,9,0,val
20,10,0,val
20,6,0,val
20,8,0,val
20,3,0,val
20,11,0,val
20,14,0,val
20,7,0,val
20,7,0,val
20,15,0,val
20,2,1,val
20,2,1,val
20,3,2,val
20,2,2,val
20,2,3,val
20,4,2,val
20,5,1,val
20,3,1,val
20,5,3,val
20,2,1,val
20,11,0,val
20,9,0,val
20,7,0,val
20,3,0,val
20,2,2,val
20,3,1,val
20,2,1,val
20,9,1,val
20,10,0,val
20,5,0,val
20,3,2,val
20,6,2,val
20,5,0,val
20,15,0,val
20,3,2,val
20,3,2,val
20,13,0,val
20,9,0,val
20,14,0,val
20,11,0,val
20,5,1,val
20,5,2,val
20,4,1,val
20,4,1,val
20,9,0,val
20,10,0,val
20,5,2,val
20,3,1,val
20,15,0,val
20,6,0,val
20,4,0,val
20,6,0,val
20,7,3,val
20,3,1,val
20,4,2,val
20,3,2,val
20,6,0,val
20,12,0,val
20,6,0,val
20,8,0,val
20,4,1,val
20,6,1,val
20,4,1,val
20,4,1,val
20,7,0,val
20,3,0,val
20,7,0,val
20,9,0,val
20,6,0,val
20,3,0,val
20,14,0,val
20,11,0,val
20,16,0,val
20,10,0,val
20,7,1,val
20,7,1,val
20,9,2,val
20,8,1,val
20,6,2,val
20,4,1,val
20,2,1,val
20,2,2,val
20,2,1,val
20,3,1,val
20,11,0,val
20,7,0,val
20,6,0,val
20,6,0,val
20,14,0,val
20,6,0,val
20,13,0,val
20,6,0,val
20,4,1,val
20,4,1,val
20,10,2,val
20,2,2,val
20,4,1,val
20,7,1,val
20,8,1,val
20,6,3,val
20,14,0,val
20,5,0,val
20,4,0,val
20,10,0,val
20,7,0,val
20,6,0,val
20,9,0,val
20,15,0,val
20,2,1,val
20,3,1,val
20,3,2,val
20,2,1,val
20,4,1,val
20,2,1,val
20,3,1,val
20,5,2,val
20,4,0,val
20,3,0,val
20,8,1,val
20,2,1,val
20,16,0,val
20,14,0,val
20,12,0,val
20,11,0,val
20,4,0,val
20,9,0,val
20,16,0,val
20,5,0,val
20,13,0,val
20,11,0,val
20,2,1,val
20,5,3,val
20,5,2,val
20,3,2,val
20,6,2,val
20,5,1,val
20,8,1,val
20,3,2,val
20,5,1,val
20,9,1,val
20,16,0,val
20,11,0,val
20,6,1,val
20,3,1,val
20,8,0,val
20,8,0,val
20,8,3,val
20,3,2,val
20,6,0,val
20,10,0,val
20,3,1,val
20,4,1,val
20,16,0,val
20,3,0,val
20,13,0,val
20,6,0,val
20,15,0,val
20,6,0,val
20,7,0,val
20,3,0,val
20,11,0,val
20,7,0,val
20,3,1,val
20,5,2,val
20,6,2,val
20,3,1,val
20,2,1,val
20,2,1,val
20,5,2,val
20,7,2,val
20,5,2,val
20,7,1,val
20,13,0,val
20,10,0,val
20,6,0,val
20,10,0,val
20,10,0,val
20,13,0,val
20,10,0,val
20,11,0,val
20,10,0,val
20,14,0,val
20,2,1,val
20,4,1,val
20,9,2,val
20,4,3,val
20,9,1,val
20,8,1,val
20,8,2,val
20,2,1,val
20,4,2,val
20,2,3,val
20,4,0,val
20,7,0,val
20,11,0,val
20,4,0,val
20,5,0,val
20,13,0,val
20,11,0,val
20,9,0,val
20,4,0,val
20,9,0,val
20,3,1,val
20,3,1,val
20,7,2,val
20,2,2,val
20,9,1,val
20,7,1,val
20,8,2,val
20,4,3,val
20,3,2,val
20,3,1,val
20,5,0,val
20,11,0,val
20,9,1,val
20,9,1,val
20,3,0,val
20,12,0,val
20,14,0,val
20,12,0,val
20,15,0,val
20,11,0,val
20,5,0,val
20,12,0,val
20,3,0,val
20,16,0,val
20,3,2,val
20,2,1,val
20,3,1,val
20,2,1,val
20,2,1,val
20,4,2,val
20,2,1,val
20,3,1,val
20,2,1,val
20,2,2,val
20,4,0,val
20,16,0,val
20,5,0,val
20,13,0,val
20,12,0,val
20,10,0,val
20,7,0,val
20,9,0,val
20,16,0,val
20,9,0,val
20,2,1,val
20,2,1,val
20,7,2,val
20,2,1,val
20,2,1,val
20,2,1,val
20,8,1,val
20,3,1,val
20,8,1,val
20,5,3,val
20,3,0,val
20,4,0,val
20,14,0,val
20,10,0,val
20,6,0,val
20,9,0,val
20,11,0,val
20,13,0,val
20,7,0,val
20,14,0,val
20,6,1,val
20,2,2,val
20,3,2,val
20,8,1,val
20,5,1,val
20,2,2,val
20,9,2,val
20,3,1,val
20,5,1,val
20,6,2,val
20,10,0,val
20,13,0,val
20,13,0,val
20,12,0,val
20,8,0,val
20,16,0,val
20,15,0,val
20,3,0,val
20,3,0,val
20,11,0,val
20,4,2,val
20,9,2,val
20,5,2,val
20,3,1,val
20,5,1,val
20,3,2,val
20,5,1,val
20,7,1,val
20,6,1,val
20,5,1,val
20,13,0,val
20,7,0,val
20,7,0,val
20,16,0,val
20,5,0,val
20,11,0,val
20,9,0,val
20,14,0,val
20,9,0,val
20,14,0,val
20,5,1,val
20,2,1,val
20,8,2,val
20,7,1,val
20,6,4,val
20,10,2,val
20,2,4,val
20,2,1,val
20,8,1,val
20,2,1,val
20,11,0,val
20,7,0,val
20,7,2,val
20,3,1,val
20,15,0,val
20,5,0,val
20,16,0,val
20,6,0,val
20,7,0,val
20,13,0,val
20,10,0,val
20,7,0,val
20,7,0,val
20,10,0,val
20,2,2,val
20,4,1,val
20,3,1,val
20,4,2,val
20,2,1,val
20,10,1,val
20,8,3,val
20,3,3,val
20,6,2,val
20,3,1,val
20,11,0,val
20,11,0,val
20,3,0,val
20,9,0,val
20,10,0,val
20,9,0,val
20,8,0,val
20,8,0,val
20,11,0,val
20,14,0,val
20,3,2,val
20,3,1,val
20,2,1,val
20,3,1,val
20,4,1,val
20,7,1,val
20,5,2,val
20,3,2,val
20,5,1,val
20,3,2,val
16,8,0,train
16,8,0,train
16,12,0,train
16,11,0,train
16,6,0,train
16,8,0,train
16,6,0,train
16,12,0,train
16,5,0,train
16,8,0,train
16,6,2,train
16,3,2,train
16,2,2,train
16,5,2,train
16,9,1,train
16,4,1,train
16,9,2,train
16,6,1,train
16,9,3,train
16,3,1,train
16,5,0,train
16,10,0,train
16,11,0,train
16,7,0,train
16,4,1,train
16,4,1,train
16,3,2,train
16,2,1,train
16,9,0,train
16,11,0,train
16,6,0,train
16,12,0,train
16,12,0,train
16,6,0,train
16,12,0,train
16,7,0,train
16,7,0,train
16,3,0,train
16,7,2,train
16,6,5,train
16,5,2,train
16,2,1,train
16,4,1,train
16,3,1,train
16,6,1,train
16,2,1,train
16,2,2,train
16,5,1,train
16,11,0,train
16,8,0,train
16,12,0,train
16,7,0,train
16,6,0,train
16,8,0,train
16,10,0,train
16,5,0,train
16,12,0,train
16,8,0,train
16,10,2,train
16,10,2,train
16,4,1,train
16,4,1,train
16,3,2,train
16,11,1,train
16,2,2,train
16,3,2,train
16,3,2,train
16,2,1,train
16,11,0,train
16,12,0,train
16,9,0,train
16,8,0,train
16,2,2,train
16,5,1,train
16,6,1,train
16,3,2,train
16,9,0,train
16,7,0,train
16,11,0,train
16,8,0,train
16,3,1,train
16,5,2,train
16,2,1,train
16,3,1,train
16,9,0,train
16,7,0,train
16,8,0,train
16,3,0,train
16,5,0,train
16,3,0,train
16,5,0,train
16,10,0,train
16,5,2,train
16,3,1,train
16,2,1,train
16,3,1,train
16,3,1,train
16,6,1,train
16,4,2,train
16,2,2,train
16,11,0,train
16,5,0,train
16,4,0,train
16,12,0,train
16,7,0,train
16,3,0,train
16,12,0,train
16,8,0,train
16,10,0,train
16,7,0,train
